Mexican data set (Lawton et al. 2009),1 sigma,"Mogollon Highlands (Laskowski et al., 2013)",1 sigma,TSA3 Composite (May et al. 2013),1 sigma,Arc Laskowski et al. 2013,1 sigma,Mesozoic Eolianites,1 sigma,late Paleozoic Appalachian basin Washington Fm,1 sigma
57.9,3.2,,,2481.9,7.6,,,1239,20,,
58.4,2.1,,,2558.9,21.1,,,1240.1,21,,
59.6,4.7,,,2666.2,4.9,,,1240.3,53.1,,
60.2,3.5,,,3063,6.1,,,1241.9,25.1,,
60.6,2.8,,,88.7,2.1,,,1242.6,100.6,,
61.2,1.2,,,91.7,3,,,1245.2,45,,
62.6,3.4,,,92.5,1.4,,,1246.2,21,,
64.3,3,,,94.6,3.8,,,1246.4,45.9,,
64.6,3.3,,,94.8,2.7,,,1246.8,34.6,,
65.9,3.5,,,95,1,,,1248.2,20.3,,
68.1,1.7,,,95.1,1.5,,,1248.6,44.7,,
69.6,3.7,,,95.1,1.5,,,1250.4,72.6,,
71.4,1.9,,,95.2,0.5,,,1252,57.6,,
72,2.8,,,95.4,1.4,,,1252.2,44.4,,
73.7,1.7,,,95.9,1.7,,,1252.6,30.6,,
73.8,3.2,,,95.9,2,,,1252.8,26.6,,
74.3,4.3,,,96,1.2,,,1252.9,49.5,,
74.8,4,,,96,2.2,,,1253.8,79.7,,
76,5.4,,,96.2,1.2,,,1254.1,28.8,,
76.1,3.4,,,96.4,2.4,,,1255.8,56.7,,
76.2,4.7,,,96.7,2.9,,,1256.4,36.5,,
77.8,2.3,,,96.8,0.7,,,1258.4,14.1,,
78.6,3,,,96.9,1.3,,,1259.4,64.2,,
79.2,3.5,,,96.9,1,,,1260.7,24.6,,
79.4,3.8,,,97.2,2,,,1261.4,36.8,,
80.1,1.9,,,97.3,3,,,1262,81,,
80.2,3.5,,,97.3,1.9,,,1263.7,19.9,,
81.5,2.7,,,97.4,1.4,,,1264.1,42.1,,
84.2,2.9,,,97.4,1.7,,,1271,20,,
93.5,2.2,,,97.4,1.1,,,1272.3,113.4,,
95.9,3,,,97.6,1.1,,,1273.4,56.6,,
96.5,3.5,,,97.7,1.2,,,1275,34.6,,
96.7,3.4,,,97.7,1.8,,,1276,57.3,,
116.2,4.9,,,97.9,2,,,1281,33,,
121.3,4.1,,,98,2.5,,,1283.5,52,,
121.4,3.9,,,98.1,0.5,,,1284.1,26,,
124.9,3.4,,,98.3,1.5,,,1285.4,51,,
251.6,7.4,,,98.5,0.8,,,1289.2,112.4,,
252,6.9,,,98.8,1,,,1289.8,19.5,,
270.9,15.1,,,99,0.7,,,1291.3,38.1,,
422.8,7.9,,,99.2,1.7,,,1293,82,,
452.4,11.2,,,99.3,0.8,,,1293.2,46.4,,
453,25.3,,,99.3,0.5,,,1293.3,28.8,,
578.1,17.6,,,99.3,1.2,,,1294,66.4,,
610.9,24.4,,,99.3,0.9,,,1296.6,19.5,,
859.7,24.7,,,99.4,1.6,,,1298.6,25.6,,
868.3,26.1,,,99.4,1,,,1301.4,21.6,,
978.2,28.4,,,99.6,0.5,,,1302,19,,
1013,12.6,,,99.8,1.4,,,1302.6,33.5,,
1054.5,23.4,,,100.1,1.6,,,1303.8,36.8,,
1059,59.4,,,100.2,1.2,,,1305.6,38.1,,
1082.1,33.3,,,100.7,1.7,,,1306.1,29.7,,
1110.7,37.6,,,100.7,1.9,,,1307.1,47.6,,
1134.3,24.4,,,100.9,1.1,,,1307.9,57.1,,
1135.2,39.3,,,101.8,1,,,1310.6,19.4,,
1355.2,22,,,102,1,,,1311.9,19.4,,
1402.2,20.8,,,102.2,1.1,,,1312.3,105.5,,
1404.3,23,,,102.6,1,,,1312.5,27.2,,
1407.3,26.7,,,102.9,1.3,,,1313.4,59.4,,
1409.5,20.3,,,103.4,0.4,,,1313.7,40.3,,
1411.3,19.3,,,154.3,0.9,,,1314.1,19.4,,
1414.6,20.4,,,238.8,2.4,,,1315.3,82.3,,
1427.7,19.2,,,242.5,6.7,,,1316.5,28.7,,
1617.1,23.3,,,385.2,5,,,1317.2,31.6,,
1645.1,33.4,,,615.1,5.1,,,1317.5,27.2,,
1646.4,34.9,,,667.4,3.8,,,1317.6,19.4,,
1672.8,27.9,,,1039.8,71.2,,,1318,85.7,,
1760.4,32.7,,,1050.1,69.2,,,1318.2,65.7,,
1780.6,33.9,,,1059.5,56,,,1320,36.8,,
1818.2,20.6,,,1110.8,27.8,,,1322.2,82.6,,
1949.3,58.3,,,1162,41,,,1323,24,,
2160.6,18.7,,,1187.3,34.1,,,1323.9,94.7,,
55.6,2.9,,,1257.5,32.3,,,1328.2,42.6,,
56.2,2.9,,,1262.3,22.7,,,1328.6,19.9,,
56.4,1.5,,,1320.4,38.4,,,1334.3,150.6,,
58.3,1.1,,,1393.3,18.8,,,1334.4,27.7,,
58.9,3.7,,,1627.3,18.7,,,1336.7,22.9,,
59.5,3.8,,,1664.1,13,,,1338.1,31.9,,
61.8,4.3,,,1739.6,22.6,,,1339,19.9,,
65.8,3.2,,,1777.6,26.6,,,1340.4,41.8,,
67.6,2.6,,,1778.1,22.5,,,1340.7,37.5,,
70.9,2.2,,,1784.2,28.6,,,1347.3,30.9,,
72.8,6.8,,,1791.2,24.6,,,1348.6,28,,
73.3,4.3,,,1794.7,24.9,,,1350.8,67.6,,
77,2.2,,,1799,21.7,,,1350.9,27,,
77.6,2.9,,,1809.7,31.3,,,1351,61,,
81.2,2.2,,,1849.5,19.1,,,1352.1,19.3,,
81.2,3.8,,,1854.6,35.5,,,1353.1,19.4,,
84.1,4.4,,,1887,20.5,,,1355.4,43.8,,
87.6,4.6,,,1912.4,23.8,,,1356.1,27.4,,
87.8,3.1,,,1926.7,35,,,1356.5,19.3,,
88,2.4,,,1941.3,16.1,,,1356.7,19.3,,
90.1,5.2,,,1950.1,23.8,,,1358.8,33.4,,
90.4,2.2,,,1970.8,36.7,,,1359,46.1,,
90.6,2.5,,,1974.1,25.5,,,1359.9,57.4,,
91.3,4.5,,,2103.2,14.4,,,1362.1,48.1,,
95.8,5,,,2272,34.3,,,1362.8,28.6,,
96.3,2.8,,,2466.9,33.3,,,1367.4,48,,
98.4,6.5,,,2580.1,21,,,1367.8,36.9,,
98.6,6,,,2587.6,24.9,,,1369,52,,
244.5,12.1,,,2617.4,19.6,,,1370.9,23.6,,
249.9,5.6,,,2673.8,20.7,,,1373.5,84.9,,
257.2,11.1,,,2728.1,21.4,,,1374,22,,
268.9,9.2,,,2736.8,13.2,,,1377.2,19.4,,
277.6,14.4,,,95.5,1.2,,,1377.4,28.1,,
295.4,13.3,,,97.3,1.1,,,1377.5,28.1,,
337.6,22.7,,,97.7,0.4,,,1378.7,28.6,,
347.8,11.1,,,97.7,1.5,,,1379.6,19.3,,
377.4,10.4,,,98.1,1.8,,,1380.3,39.1,,
417.6,36.3,,,98.7,0.5,,,1380.6,35.8,,
425.2,6.6,,,98.7,1.4,,,1380.9,31.7,,
435,11.6,,,99.6,0.9,,,1381.3,29.6,,
452.1,16,,,99.6,0.8,,,1382.1,28.4,,
456.8,32.5,,,99.8,0.7,,,1382.6,58,,
462.7,7.6,,,99.9,2.8,,,1383.6,9.8,,
472.5,26.1,,,100.1,0.9,,,1383.7,78.6,,
475.8,13.6,,,101.6,0.6,,,1384.2,22.2,,
524.3,9.1,,,101.7,0.8,,,1384.5,22.3,,
615.6,30.1,,,101.7,0.9,,,1386.6,27.5,,
666,32.4,,,102.6,1.2,,,1387.3,19.3,,
694.2,45.3,,,103.8,0.9,,,1388.7,49,,
820,49,,,104.5,0.3,,,1389,31.3,,
884.1,29.7,,,108.7,1.5,,,1391,23,,
963.9,9,,,109.5,4,,,1393,19.4,,
970.7,9,,,151.5,2,,,1393.3,31.9,,
1013.9,18.5,,,163.5,2.5,,,1393.3,43.3,,
1027.8,16.6,,,358.9,11,,,1395.7,34.5,,
1032.1,60.4,,,416.3,6.3,,,1397.3,51.8,,
1055.9,19.4,,,426.9,2,,,1398.7,31.8,,
1104,25,,,471.5,4.3,,,1401.2,134.7,,
1128.4,27.2,,,472.6,10.8,,,1401.5,33.1,,
1168.4,61.5,,,571,16.3,,,1402.2,61,,
1176,20.1,,,584.5,7.4,,,1403.8,19.2,,
1225.8,33.1,,,585.9,12.7,,,1408.9,45,,
1286.8,49.4,,,592.1,3.5,,,1411,126.7,,
1343.6,24.4,,,604.7,13.4,,,1411.4,31.4,,
1386.4,37.4,,,654.1,3.1,,,1412.9,19.6,,
1434,25.9,,,681.1,26.9,,,1416.1,19.1,,
1451.3,34.2,,,801.8,9.1,,,1416.7,35.4,,
1455.1,27.7,,,1031,32.6,,,1416.7,26.6,,
1514.6,66.4,,,1043.2,16.6,,,1417.8,19.1,,
1645.7,45.3,,,1100.6,24,,,1420.8,26.1,,
1709.7,42.6,,,1158.6,43.4,,,1422.3,49.9,,
1770.2,32,,,1166.3,25.9,,,1423.7,25,,
1770.5,64.3,,,1231.2,9.3,,,1423.9,65.9,,
1803,32.1,,,1277,46.2,,,1424.7,32.5,,
1856,50.1,,,1280.4,68.6,,,1425.2,98.2,,
63.1,2.4,,,1288.9,27.5,,,1426.1,40.7,,
73.3,3.7,,,1349.5,43.6,,,1429.1,26.7,,
75.9,1.7,,,1382.3,45.2,,,1429.4,64.8,,
76,2,,,1416.1,19,,,1429.4,29.8,,
77.1,3.1,,,1449.4,40.1,,,1430.9,19.1,,
79,2.3,,,1453.3,28.8,,,1432,19,,
79.1,2.4,,,1636.9,27.7,,,1434.8,19.3,,
79.3,4.4,,,1644.7,14.5,,,1436,9.8,,
80.6,4.6,,,1662.4,16.2,,,1436.4,52.7,,
80.7,2.8,,,1672.5,26.1,,,1438.3,51.5,,
83.2,2.8,,,1686.5,37.1,,,1438.4,17.7,,
86.2,3.2,,,1693.8,19.2,,,1438.5,33.9,,
90.2,4.4,,,1698.5,52.2,,,1438.6,31.5,,
90.4,4.5,,,1699.9,26.9,,,1438.9,30.6,,
90.6,3.4,,,1707.2,22.5,,,1439.1,19.4,,
90.8,4,,,1709.4,18.2,,,1439.3,36.9,,
214.9,9.3,,,1724.8,22.2,,,1442.9,19.1,,
231,9,,,1725.9,18.4,,,1443.6,41.2,,
232.5,7.3,,,1740.5,18.5,,,1445.6,46.5,,
233,5.6,,,1742.1,39.2,,,1445.8,77.4,,
236.5,8.3,,,1778.2,23,,,1447.1,8.8,,
256.5,15.1,,,1782.9,15.5,,,1447.2,19,,
260.4,12,,,1791,20.6,,,1447.4,28.4,,
260.4,5.2,,,1796.2,27.3,,,1447.6,36.4,,
265.7,5.8,,,1796.5,24.6,,,1448.4,24,,
277.8,18.8,,,1809.4,42,,,1448.8,31.5,,
279.6,6.7,,,1810.9,17.6,,,1449.3,47,,
281.2,11.4,,,1825.1,25.2,,,1450,35.6,,
479.9,12.6,,,1827.2,19.7,,,1450.1,54,,
481.1,18,,,1827.9,16.9,,,1451,19.2,,
489.8,8.3,,,1842.8,32.1,,,1452.3,22.9,,
490,28.2,,,1846.2,47.8,,,1452.4,45.3,,
492.2,15.1,,,1872.5,31.2,,,1453.2,30.5,,
506.2,11.2,,,1895.1,10.8,,,1454.8,42.6,,
566.5,32.1,,,1897.6,34.4,,,1455.1,26.3,,
616.7,10.3,,,1899.7,16.2,,,1455.1,28.9,,
645.1,27.7,,,1916.9,19,,,1457,31.8,,
695.6,27.1,,,1956.5,12,,,1457,38,,
706.6,33.7,,,1963.4,17,,,1458.6,27.3,,
707,45.6,,,1966,23.5,,,1458.8,58.2,,
711.1,20.3,,,2052.6,32.2,,,1459.1,41.2,,
722.8,28.8,,,2102.7,23.3,,,1460.6,38.9,,
787.3,48.4,,,2236.4,18.9,,,1461,53.7,,
792,39.5,,,2361.3,16.4,,,1461.4,54.4,,
800.2,35.7,,,2432.4,55.1,,,1462,37,,
815.3,39.3,,,2490.7,17.2,,,1462.3,95,,
841.4,24.9,,,2626.1,14.7,,,1463.2,26.8,,
851.7,17.4,,,2673.2,13.1,,,1464,27.4,,
912,49.4,,,2680,11.2,,,1464.8,27.7,,
957.2,31,,,2682.9,18.5,,,1465,32.3,,
997,28.5,,,2694.8,13.7,,,1467.6,52,,
1057,114,,,2812.3,12.7,,,1469,19,,
1182,31,,,2820.1,18.8,,,1469.2,19,,
981,72,,,2862.4,17.6,,,1471.4,49.4,,
1608,14,,,3174,16.6,,,1471.6,34.2,,
1122,36,,,92.5,1.8,,,1474.5,26.8,,
1392,31,,,93.2,1,,,1475,19,,
1221,22,,,93.5,0.7,,,1475.9,46.3,,
1455,41,,,93.7,1,,,1476.5,31.5,,
1676,21,,,94.2,0.9,,,1477.1,25.2,,
1433,35,,,95.3,2.6,,,1479.1,27.7,,
1443,29,,,95.7,1.3,,,1479.8,19,,
1664,83,,,96.1,2.6,,,1480,19,,
1602,23,,,96.3,1,,,1480.5,19,,
1468,58,,,96.4,1.7,,,1481,48.9,,
1648,36,,,96.4,2,,,1482.7,46.8,,
1695,14,,,96.4,2.5,,,1483.9,49.5,,
1746,14,,,96.5,0.6,,,1484.3,86.1,,
1686,29,,,97,2.5,,,1485.7,19,,
1738,10,,,97.3,1.6,,,1488.5,60.9,,
1720,34,,,97.5,1.5,,,1488.6,56.8,,
2694,26,,,97.5,1.1,,,1488.7,34.2,,
2611,16,,,97.6,2.2,,,1489.8,39.8,,
60.1,2,,,97.6,1.4,,,1490.5,75.1,,
62,2,,,97.6,1.8,,,1493.6,31.4,,
63.7,2.8,,,97.8,1.9,,,1493.8,32,,
65.7,2.5,,,98,1.2,,,1495,19,,
68.6,4.6,,,98.3,0.5,,,1495.1,22,,
70.5,2,,,98.5,0.8,,,1495.3,27.6,,
100.1,6.3,,,99,2.6,,,1496.7,58.5,,
112.3,4.9,,,99.1,2.1,,,1497,18.9,,
115.9,4,,,99.3,1.1,,,1498.3,44.2,,
118,14.2,,,99.4,1.3,,,1499.4,27.6,,
120.1,4.7,,,99.8,1.4,,,1499.5,18.9,,
122.1,8.2,,,100.2,2.4,,,1500.8,18.9,,
125.7,10,,,100.3,1.3,,,1501.6,18.9,,
128.8,5.7,,,101.2,3.7,,,1503.6,22.5,,
144,4.2,,,101.4,3,,,1504.9,29.9,,
150.3,3.6,,,101.6,1.8,,,1505.3,13.4,,
153.1,13.4,,,101.8,2.5,,,1507.1,18.9,,
154.3,6.8,,,102.3,1.4,,,1507.5,58.3,,
155.8,10.5,,,104.6,0.3,,,1509,28.2,,
157.5,6,,,108,1.7,,,1509.9,29.3,,
171.4,5.8,,,108.4,1.5,,,1513.2,22.1,,
226.2,12.1,,,109.6,2.5,,,1513.4,139.1,,
228.7,7.5,,,167.2,1,,,1513.4,63.8,,
281,12.7,,,171.9,2.1,,,1513.8,22.1,,
288.4,20.4,,,376,7.2,,,1515.2,35.9,,
289.4,12.3,,,421,2.9,,,1519.1,31.3,,
290.1,6.6,,,582.4,8.8,,,1526,33.8,,
400.7,22.1,,,693,5.3,,,1526.1,37.7,,
456.6,16.4,,,996.5,14.2,,,1527.1,21,,
474.3,19.9,,,1020.4,25.3,,,1528,20,,
474.5,13.9,,,1039.4,60.1,,,1528.6,70.3,,
509.3,11.7,,,1064.4,29.7,,,1531.5,26.5,,
524.3,6.9,,,1143.7,19.6,,,1531.6,49.6,,
566.8,15.7,,,1189.9,24.9,,,1534.3,53.7,,
778.4,10.6,,,1235.6,44.9,,,1534.9,19,,
896.9,31.5,,,1241.4,20.8,,,1535.9,39,,
961.5,65.3,,,1260.4,31.5,,,1536.1,41.2,,
980.8,22.9,,,1363.1,17.4,,,1536.8,24.3,,
993,18.8,,,1425.5,23.1,,,1538.8,52.3,,
1018,78,,,1446.3,19.5,,,1539.1,22.6,,
1159,50,,,1450.9,11.1,,,1539.7,18.8,,
1130,26,,,1457,31.3,,,1541.6,41.2,,
1221,21,,,1478.2,20.5,,,1544.7,38.7,,
1406,37,,,1484.1,14.1,,,1549.3,61.9,,
1427,43,,,1507.3,19.3,,,1549.6,25.8,,
1414,31,,,1535.4,35.8,,,1551.3,92.3,,
1400,80,,,1552.9,46,,,1552,46,,
1452,36,,,1567.5,21,,,1554.2,29,,
1639,20,,,1592.6,22.5,,,1557.1,34.7,,
1735,5,,,1641.9,21.2,,,1557.8,43.8,,
1779,27,,,1704.5,12.9,,,1563.9,29.8,,
1710,23,,,1724.7,14.8,,,1566.4,31.6,,
1772,32,,,1736.4,26.3,,,1568.5,23.1,,
1716,12,,,1774.9,18.6,,,1571,20.6,,
2542,10,,,1783.8,13.7,,,1571.9,32,,
,,,,1789.1,15.5,,,1578,35.9,,
,,,,1794.4,18.4,,,1579.1,43.6,,
,,,,1794.8,29.5,,,1579.9,21,,
,,,,1797.1,23.2,,,1583.4,59.5,,
,,,,1797.8,20.5,,,1587.3,44.1,,
,,,,1798.6,17.1,,,1589,27.5,,
,,,,1798.8,18.5,,,1592.5,61.5,,
,,,,1806.8,12.7,,,1592.9,57.8,,
,,,,1809.3,13.9,,,1603.6,36,,
,,,,1816.8,14.5,,,1606.4,42.6,,
,,,,1823.5,29,,,1606.4,74.4,,
,,,,1826.8,28.3,,,1606.5,30.6,,
,,,,1836.8,47.8,,,1609.8,21.5,,
,,,,1852.7,11.9,,,1613.5,20.3,,
,,,,1868,15.5,,,1613.6,42.1,,
,,,,1918.2,23.1,,,1616,18.7,,
,,,,1924.3,17,,,1616.1,19,,
,,,,2005.9,21.2,,,1617.1,18.6,,
,,,,2072.1,15.7,,,1619.1,27.5,,
,,,,2072.7,18.8,,,1621.6,66.9,,
,,,,2098.2,17.2,,,1622.3,36.7,,
,,,,2256.5,15.9,,,1622.9,34.1,,
,,,,2407.1,10.6,,,1624,25,,
,,,,2456.7,17.4,,,1624.8,45.2,,
,,,,2620.2,11.2,,,1626.7,44,,
,,,,2880.8,10.9,,,1627.1,29.9,,
,,,,2916.7,24,,,1629,34.5,,
,,,,89.4,8.5,,,1634.2,25.6,,
,,,,93.4,4.4,,,1634.6,18.6,,
,,,,93.9,1.4,,,1634.6,70.2,,
,,,,94.1,2.9,,,1636.4,24.4,,
,,,,95.4,1.2,,,1637.6,66,,
,,,,95.4,0.9,,,1639.6,50,,
,,,,95.6,1.9,,,1640.6,36.6,,
,,,,95.7,1.5,,,1642.3,39.9,,
,,,,95.9,1.1,,,1645,19.8,,
,,,,96,7,,,1645.3,11,,
,,,,96.1,0.7,,,1646.8,53.3,,
,,,,96.4,1.3,,,1647.2,29.4,,
,,,,96.4,3.4,,,1648.9,18.5,,
,,,,96.5,1.5,,,1649.1,18.5,,
,,,,96.7,1.6,,,1650.2,26.7,,
,,,,96.7,1.1,,,1656.7,34.6,,
,,,,96.8,1.2,,,1656.8,46.1,,
,,,,96.9,1,,,1656.8,60.8,,
,,,,97.2,1.3,,,1657.1,26,,
,,,,97.3,1.9,,,1659.1,18.7,,
,,,,97.4,0.7,,,1659.2,26.5,,
,,,,98.1,1.8,,,1659.6,53.2,,
,,,,98.3,0.7,,,1660.8,18.5,,
,,,,98.4,1.3,,,1661.3,33.5,,
,,,,98.4,2.4,,,1662.8,30.7,,
,,,,99.2,1,,,1663,61,,
,,,,99.4,1.2,,,1663,61,,
,,,,99.9,2.1,,,1663.3,18.9,,
,,,,100,1.7,,,1664.2,22.4,,
,,,,101.3,1.8,,,1664.5,62.4,,
,,,,142.8,3.5,,,1665.6,39.8,,
,,,,183,1.7,,,1666.3,39.6,,
,,,,196.1,3.2,,,1666.7,19.5,,
,,,,407.3,10,,,1669.3,23,,
,,,,422.2,9.4,,,1669.8,27.9,,
,,,,446.9,7.3,,,1671,35.2,,
,,,,495.8,3.8,,,1672,26,,
,,,,607,9.5,,,1672.9,31.3,,
,,,,942.8,40.4,,,1673,18,,
,,,,1023.2,40.1,,,1673.5,44.9,,
,,,,1041,59.2,,,1675.5,20.3,,
,,,,1063.2,39.5,,,1677.3,54.1,,
,,,,1063.7,18.7,,,1678.1,32.6,,
,,,,1065,54.7,,,1679.6,60.6,,
,,,,1069,20.1,,,1681,46.8,,
,,,,1073.3,49.6,,,1682.4,44.7,,
,,,,1085.5,36.3,,,1683.4,31.2,,
,,,,1123.6,28.3,,,1683.7,18.5,,
,,,,1152.2,30.6,,,1685.4,55.8,,
,,,,1421.6,11.5,,,1685.8,19.6,,
,,,,1479.2,40.2,,,1686.4,29.4,,
,,,,1505.3,42.1,,,1687,73.7,,
,,,,1648.8,28.6,,,1687,62.4,,
,,,,1779.8,22.4,,,1687.4,30,,
,,,,1801.6,13.8,,,1687.5,35.5,,
,,,,1854.7,25.7,,,1688.2,19.6,,
,,,,1926.1,17.9,,,1688.3,44.7,,
,,,,2057.4,8.1,,,1689.6,18.4,,
,,,,2091.4,19,,,1690.7,27.4,,
,,,,2532.8,14.6,,,1690.9,25.1,,
,,,,2615,13.3,,,1691.7,36.2,,
,,,,2668.4,14.1,,,1697,47.4,,
,,,,2671.2,40.2,,,1698,56.8,,
,,,,2677.3,16.5,,,1698.7,30.5,,
,,,,2678.8,22.2,,,1698.7,37.5,,
,,,,2724.6,49.4,,,1698.9,50.5,,
,,,,2727,26,,,1700.1,18.4,,
,,,,2732.7,51.7,,,1700.8,23.8,,
,,,,2759.8,31.5,,,1701.7,40.9,,
,,,,2796.1,24.2,,,1703.3,125.5,,
,,,,2799.4,19.1,,,1705.3,142.3,,
,,,,2844.9,40.9,,,1705.6,153.6,,
,,,,2861.5,17.7,,,1706,27,,
,,,,2885.1,16.7,,,1709.8,35,,
,,,,2918.1,10.8,,,1711.5,18.4,,
,,,,2980.1,30.8,,,1714.5,23.4,,
,,,,2981,28.8,,,1715.4,48.4,,
,,,,2986,25.3,,,1715.5,18.4,,
,,,,2993.5,47,,,1716,18,,
,,,,3034.4,16.5,,,1717.8,59.1,,
,,,,3068.6,30.4,,,1717.8,32.9,,
,,,,3074,32.4,,,1717.8,50.7,,
,,,,3112.2,80.2,,,1719.4,16.5,,
,,,,3187.5,29.4,,,1720.3,30.3,,
,,,,3217,27,,,1721,18,,
,,,,3232.1,31.6,,,1721.2,18.9,,
,,,,3235.4,61.5,,,1721.9,18.4,,
,,,,3245.8,23.5,,,1722.2,34.7,,
,,,,3273.7,24.8,,,1722.5,30.3,,
,,,,3285.5,31.6,,,1724.1,21.3,,
,,,,3324.1,11.9,,,1726.1,94.5,,
,,,,3324.9,49,,,1728,21.3,,
,,,,3328.2,14.9,,,1728.1,18.4,,
,,,,3350.1,23.4,,,1730.8,30.5,,
,,,,3366.3,15.9,,,1731.4,27.9,,
,,,,3433.8,34,,,1733.2,18.8,,
,,,,3476.3,140,,,1733.7,9.4,,
,,,,92,4.2,,,1734.1,30.5,,
,,,,92.6,1.9,,,1734.5,19.1,,
,,,,92.7,2.3,,,1734.7,58.3,,
,,,,93.3,4.6,,,1736,18,,
,,,,94,3.6,,,1736.4,33.6,,
,,,,94.5,2.4,,,1737.6,46.3,,
,,,,94.7,2.4,,,1738.2,23.3,,
,,,,94.9,6.7,,,1738.6,12.7,,
,,,,95.2,2.4,,,1740.5,18.3,,
,,,,95.3,1.7,,,1742.7,12.3,,
,,,,95.5,2.6,,,1744.2,30.1,,
,,,,95.8,5.9,,,1744.3,26.6,,
,,,,95.8,5.5,,,1746.6,30.2,,
,,,,96,1.9,,,1748.3,31.3,,
,,,,96.1,2.9,,,1749,3.7,,
,,,,96.4,3.5,,,1749.1,18.3,,
,,,,96.7,3.4,,,1749.5,18.3,,
,,,,96.8,4.4,,,1749.5,31,,
,,,,96.9,3.9,,,1750.1,25.4,,
,,,,97.2,5.3,,,1750.5,28.2,,
,,,,97.3,1.4,,,1751.6,13.7,,
,,,,97.6,7.7,,,1752.6,670.5,,
,,,,97.7,2.6,,,1753.5,32.7,,
,,,,97.8,6.7,,,1754.9,19.2,,
,,,,97.8,7.3,,,1755.1,20.3,,
,,,,97.9,1.6,,,1757.3,40.6,,
