Mexican data set (Lawton et al. 2009),1 sigma,"Mogollon Highlands (Laskowski et al., 2013)",1 sigma,TSA3 Composite (May et al. 2013),1 sigma,Arc Laskowski et al. 2013,1 sigma,Mesozoic Eolianites,1 sigma,late Paleozoic Appalachian basin Washington Fm,1 sigma
,,,,97.9,3.7,,,1760.1,25.4,,
,,,,98.1,3.6,,,1761.1,26.9,,
,,,,98.2,2.7,,,1761.4,30,,
,,,,98.7,3.6,,,1761.8,24.9,,
,,,,98.7,3.7,,,1762.1,30.4,,
,,,,98.8,4.2,,,1763.3,34,,
,,,,98.9,3.7,,,1763.7,32,,
,,,,99.3,2.3,,,1764.1,59.2,,
,,,,100.1,3.2,,,1767.8,18.5,,
,,,,100.1,6.8,,,1772.5,25.7,,
,,,,100.4,3.1,,,1773.5,21.6,,
,,,,100.6,1.9,,,1774.8,65.2,,
,,,,101.5,3.5,,,1775.2,16.3,,
,,,,102.1,1.5,,,1776.6,8.4,,
,,,,102.7,3.9,,,1778.1,29.1,,
,,,,104.9,3.2,,,1779.8,18.2,,
,,,,105.6,3,,,1780.2,35.8,,
,,,,105.9,5.2,,,1780.8,20.9,,
,,,,109.2,7.4,,,1784.1,31.6,,
,,,,153.4,6.8,,,1784.4,56.3,,
,,,,372.2,8.1,,,1785,3,,
,,,,549.3,16.9,,,1786,59.6,,
,,,,853.9,14.9,,,1786.5,18.2,,
,,,,977.7,22.9,,,1788.2,31.3,,
,,,,997.4,14.6,,,1790.1,23.6,,
,,,,1038.8,75,,,1790.2,18.2,,
,,,,1062.2,10.2,,,1792.6,18.2,,
,,,,1239.8,13.2,,,1794.7,23,,
,,,,1329.9,7.6,,,1799.9,18.2,,
,,,,1375,13.8,,,1806.3,18.2,,
,,,,1611.8,32.4,,,1807,18,,
,,,,1653.8,5.2,,,1807.2,39.1,,
,,,,1669.2,31.7,,,1810.6,34.2,,
,,,,1712,12.3,,,1810.6,21.4,,
,,,,1780.9,10.9,,,1811.4,45.7,,
,,,,1782.2,14.2,,,1811.6,86.5,,
,,,,1782.6,5.9,,,1811.7,20.2,,
,,,,1784.5,11,,,1812.3,25.8,,
,,,,1785.6,13.3,,,1814.8,50.7,,
,,,,1790.3,9.5,,,1815,18.4,,
,,,,1792.9,4.2,,,1816.2,47.4,,
,,,,1793,7.6,,,1817.5,51.6,,
,,,,1793.4,4.4,,,1823.2,48.3,,
,,,,1805.6,17.6,,,1823.4,21.6,,
,,,,1839.4,17.4,,,1823.9,11.5,,
,,,,1856,8.4,,,1824.5,21,,
,,,,1857.5,16.7,,,1825,18.1,,
,,,,1872.6,21,,,1825.6,30.3,,
,,,,1898.6,28.3,,,1826.3,18.2,,
,,,,1900.2,30,,,1827.2,16.8,,
,,,,1915.4,63.2,,,1828.2,18.1,,
,,,,1915.8,21.1,,,1828.5,22.3,,
,,,,1923.5,34.8,,,1830.9,18.1,,
,,,,1991.7,12.7,,,1834.9,28.8,,
,,,,2077.7,21.8,,,1835.6,28,,
,,,,2385.3,5.4,,,1836.6,28.3,,
,,,,2512,21.5,,,1837.1,34.1,,
,,,,2582.3,15.7,,,1838.3,27.3,,
,,,,2621.5,11.6,,,1838.5,18.1,,
,,,,2673.5,4.2,,,1839.4,18.1,,
,,,,2695.6,8.8,,,1840.1,24.6,,
,,,,2707.2,6.8,,,1840.6,11.2,,
,,,,2744.2,5.5,,,1840.7,21.2,,
,,,,2749.5,5.5,,,1844.8,57.2,,
,,,,2984,7.2,,,1846.6,31.9,,
,,,,81.6,4,,,1847,75.1,,
,,,,84,6.1,,,1847.7,22.8,,
,,,,86.8,9.5,,,1849.3,47,,
,,,,87.1,7.6,,,1850.2,42.1,,
,,,,87.8,5.6,,,1850.9,42.7,,
,,,,87.9,3.6,,,1851.8,25.7,,
,,,,88,6.5,,,1852.2,58.7,,
,,,,88.1,5.9,,,1852.2,27.5,,
,,,,88.4,11.4,,,1852.7,31.7,,
,,,,88.4,8.8,,,1855.1,36.2,,
,,,,88.5,8.5,,,1856,37.8,,
,,,,88.8,5.2,,,1860.2,18.1,,
,,,,88.9,7.2,,,1861.7,26.7,,
,,,,90.4,1.3,,,1862.3,26.7,,
,,,,90.5,3.1,,,1863.8,24.2,,
,,,,90.6,8.1,,,1864.4,20.9,,
,,,,90.9,1.4,,,1868.6,31.1,,
,,,,91.1,11,,,1868.8,39.3,,
,,,,91.4,5.3,,,1870,44,,
,,,,91.6,10,,,1872.7,34.7,,
,,,,91.7,3.6,,,1873.6,18.1,,
,,,,92.5,3.3,,,1875.4,31.7,,
,,,,92.7,1.9,,,1876.4,28,,
,,,,92.7,1.9,,,1883.8,49.6,,
,,,,92.8,9.5,,,1885,20,,
,,,,92.8,1.7,,,1890.2,67.2,,
,,,,92.8,1.9,,,1892.1,29.9,,
,,,,93.5,4.2,,,1892.7,22.8,,
,,,,93.7,2,,,1894.8,33.1,,
,,,,93.8,7.1,,,1896.1,19.1,,
,,,,93.8,8.6,,,1896.7,27.3,,
,,,,93.9,6.8,,,1897.6,34.9,,
,,,,94,2.4,,,1898.1,18.1,,
,,,,94.1,5.1,,,1899.7,18,,
,,,,94.3,7.1,,,1905.4,18,,
,,,,94.5,6.7,,,1909.5,76.2,,
,,,,94.5,5,,,1910.4,22.3,,
,,,,94.7,5.5,,,1916,18,,
,,,,95,3.3,,,1916.6,22.1,,
,,,,95.1,6.7,,,1918.8,18.1,,
,,,,95.3,6.4,,,1920.1,18.3,,
,,,,95.3,3.2,,,1922.2,19.4,,
,,,,95.4,5.9,,,1923.3,25.1,,
,,,,95.5,3.1,,,1925.3,58.9,,
,,,,95.8,6,,,1927.8,36.2,,
,,,,96.2,4.5,,,1933.2,27.4,,
,,,,96.3,4.5,,,1934.3,22.9,,
,,,,96.4,9.1,,,1935.4,20.5,,
,,,,96.6,4.4,,,1946.9,20.1,,
,,,,97,3.3,,,1950.6,86.2,,
,,,,97.1,5.2,,,1954,18,,
,,,,98.3,1.7,,,1955.8,17.9,,
,,,,98.3,5.7,,,1964.5,29.1,,
,,,,98.5,3.3,,,1966.7,25.7,,
,,,,98.7,11.5,,,1968.6,63.7,,
,,,,98.8,7.1,,,1969.3,22.8,,
,,,,99.6,6.2,,,1973,33.8,,
,,,,99.8,2.6,,,1975.5,27.3,,
,,,,100.5,5.3,,,1987.8,17.8,,
,,,,100.6,2.2,,,1989.8,23.7,,
,,,,100.8,4.7,,,1994.1,7.8,,
,,,,101.7,5.3,,,1995,27.2,,
,,,,102.4,4.5,,,1999.6,27.9,,
,,,,104.6,3.6,,,2001,53.3,,
,,,,104.9,7.7,,,2004.3,21.3,,
,,,,121.1,7.8,,,2009.3,17.7,,
,,,,151.7,7.1,,,2028.7,22.1,,
,,,,168.8,4.4,,,2029,17.7,,
,,,,579.6,21.3,,,2032,18,,
,,,,1143.4,43.8,,,2039,17.7,,
,,,,1162.4,13.4,,,2043.7,27.8,,
,,,,1167.8,184.4,,,2046.5,17.7,,
,,,,1438.1,8.2,,,2056,24.7,,
,,,,1719.1,12.2,,,2063.9,17.7,,
,,,,1749,10.1,,,2066.2,47.5,,
,,,,1767.9,39.9,,,2066.7,35.6,,
,,,,1775.1,14,,,2067.9,30,,
,,,,1787.9,5.7,,,2068.1,35.3,,
,,,,1790.8,11.7,,,2078.6,35.2,,
,,,,1791.5,11.1,,,2079.7,17.6,,
,,,,1795.9,17.5,,,2080.4,8.5,,
,,,,1796.6,13.2,,,2084.5,31.2,,
,,,,1797.7,14.1,,,2088.7,18.7,,
,,,,1799.9,8.3,,,2091.2,45.2,,
,,,,1801.6,27.1,,,2094.8,54.5,,
,,,,1812.2,16.6,,,2099.9,18.3,,
,,,,1816.5,14.3,,,2104.2,17.6,,
,,,,1820.9,13.4,,,2109.1,20.5,,
,,,,1821.8,27.1,,,2112.5,45.7,,
,,,,1828.7,17.1,,,2118.7,22.3,,
,,,,1830.6,15.5,,,2128.9,25.6,,
,,,,1903.9,10.5,,,2138.9,34.5,,
,,,,2433.3,9.8,,,2139.7,45.3,,
,,,,2570.9,5.5,,,2140.4,17.5,,
,,,,2761.9,18.5,,,2141,25.7,,
,,,,3305,4.2,,,2142.7,39.1,,
,,,,78.4,0.7,,,2148,51.6,,
,,,,84,1.9,,,2153.1,18.6,,
,,,,84.7,1.5,,,2155.8,75.1,,
,,,,87,1.5,,,2156.2,30.7,,
,,,,87.9,1.1,,,2156.6,22,,
,,,,89.8,2.9,,,2167.7,41.2,,
,,,,91.7,1.6,,,2168.7,34.3,,
,,,,91.8,1.7,,,2172.8,17.9,,
,,,,92.3,1.5,,,2181.8,17.4,,
,,,,92.3,0.7,,,2183.1,34.9,,
,,,,92.9,2.2,,,2185.5,35.8,,
,,,,92.9,0.7,,,2201.7,65,,
,,,,93.4,1.2,,,2215.8,33.1,,
,,,,95.6,1.1,,,2297.3,17.3,,
,,,,96.2,1.7,,,2400.2,65.8,,
,,,,96.9,1.4,,,2401.7,28.6,,
,,,,97,1.8,,,2468.1,27,,
,,,,97.1,9.1,,,2492.4,36.1,,
,,,,97.7,1.1,,,2499.4,16.8,,
,,,,98.3,1.7,,,2499.6,21.8,,
,,,,98.5,1.5,,,2502.5,16.9,,
,,,,98.5,1.2,,,2503.7,28.5,,
,,,,99.3,1.6,,,2503.9,5.7,,
,,,,99.3,2.4,,,2505.6,16.8,,
,,,,99.7,0.7,,,2524.4,39.6,,
,,,,100.7,1.5,,,2529.3,25.8,,
,,,,102.1,1.7,,,2541.4,27.8,,
,,,,102.5,1.8,,,2557.4,23.9,,
,,,,106,2.2,,,2565.1,16.7,,
,,,,114.9,2.3,,,2570.9,24.1,,
,,,,634.2,6.4,,,2580.3,38.9,,
,,,,875,27.6,,,2586,17,,
,,,,951.5,11.1,,,2612,17,,
,,,,1010.2,46.4,,,2613.1,40.8,,
,,,,1054.9,47.8,,,2614.1,37.6,,
,,,,1089.8,39.8,,,2623.3,16.6,,
,,,,1150.2,31.7,,,2626.2,48.9,,
,,,,1350,27.5,,,2629.5,16.6,,
,,,,1369.6,11.8,,,2629.7,16.8,,
,,,,1371.3,55.2,,,2640.3,38.2,,
,,,,1390.1,12.7,,,2657.5,29.5,,
,,,,1418.5,53.9,,,2657.9,9.6,,
,,,,1494.7,49.8,,,2663.7,22.4,,
,,,,1591.8,42.9,,,2668.1,41.9,,
,,,,1646.5,19.7,,,2671.2,16.6,,
,,,,1661.5,51.8,,,2674.7,16.6,,
,,,,1665,57,,,2675.6,7.2,,
,,,,1668.4,56.7,,,2677,16.6,,
,,,,1673.9,69.5,,,2678.2,23.2,,
,,,,1726.8,36.5,,,2682.7,22.5,,
,,,,1730.5,31.3,,,2685.4,24,,
,,,,1731.9,31.6,,,2690,9.8,,
,,,,1737.8,31.6,,,2690,16.5,,
,,,,1753,46.1,,,2694,27.9,,
,,,,1754,65.1,,,2694.4,16.5,,
,,,,1770.9,48.8,,,2695.7,23.5,,
,,,,1780.1,50.9,,,2696.6,23.2,,
,,,,1782.1,33.4,,,2697,35,,
,,,,1782.5,58,,,2697.3,36.3,,
,,,,1814.3,57.4,,,2699.5,17.7,,
,,,,1828.4,43.5,,,2699.6,23.3,,
,,,,1953.2,44.8,,,2699.6,36.2,,
,,,,1992.5,49.9,,,2703.2,25.9,,
,,,,2650.7,47.3,,,2704.4,23.6,,
,,,,2690.2,51.8,,,2709,21.5,,
,,,,93.7,3.1,,,2711.9,16.5,,
,,,,93.9,2.8,,,2712.4,16,,
,,,,94,2,,,2716.7,7.3,,
,,,,94.3,3.6,,,2719.6,34.3,,
,,,,94.4,3,,,2724.2,43.2,,
,,,,95.4,2.5,,,2730.3,24.1,,
,,,,95.7,2.1,,,2730.5,30.3,,
,,,,96.1,1.6,,,2731.9,20.9,,
,,,,96.2,4.6,,,2733.8,16.5,,
,,,,96.2,1.7,,,2735.1,16.5,,
,,,,96.3,5.5,,,2737.7,16.5,,
,,,,96.3,3.3,,,2742.4,6.8,,
,,,,96.3,2,,,2743.1,28.5,,
,,,,96.5,3.9,,,2743.7,16.4,,
,,,,96.7,1.9,,,2745,16,,
,,,,96.8,6.6,,,2746,47.5,,
,,,,97.2,2.9,,,2749.8,18.9,,
,,,,97.3,3.8,,,2754.2,22.4,,
,,,,97.3,4.4,,,2755.5,5.5,,
,,,,97.5,3.5,,,2755.7,16.5,,
,,,,98.4,3.4,,,2756.3,16.8,,
,,,,98.5,1.7,,,2756.5,55,,
,,,,98.6,5.3,,,2757.8,25.6,,
,,,,98.6,1.7,,,2763,16,,
,,,,98.7,3,,,2763.5,28.3,,
,,,,98.7,3,,,2764.5,16.6,,
,,,,98.9,2,,,2768,16.4,,
,,,,99.3,3.2,,,2771.8,16.5,,
,,,,99.5,4.3,,,2773.8,21.3,,
,,,,99.8,3.3,,,2784.4,37.2,,
,,,,100,3.1,,,2786.5,16.5,,
,,,,100,1.9,,,2793,31.8,,
,,,,100.2,3.2,,,2793.3,31.6,,
,,,,100.6,2.1,,,2793.8,23.6,,
,,,,100.6,3.6,,,2794.4,16.4,,
,,,,101,4.7,,,2798.7,40.7,,
,,,,101.1,3.2,,,2800.7,18.7,,
,,,,101.1,1.3,,,2806.1,16.4,,
,,,,103,3.5,,,2806.2,80,,
,,,,103.3,3.6,,,2811.1,37.8,,
,,,,104.4,3.3,,,2814.3,30.1,,
,,,,105.3,5.7,,,2815.3,16.4,,
,,,,108.3,4.2,,,2831.9,33.8,,
,,,,108.4,4.8,,,2841.4,16.3,,
,,,,109.1,2.3,,,2844.8,23.1,,
,,,,110.7,3.3,,,2848.2,44.5,,
,,,,118.7,7.5,,,2851.8,16.3,,
,,,,122.1,9.6,,,2856.9,49,,
,,,,157.7,4.7,,,2857.4,56.8,,
,,,,166.5,5.2,,,2862,16.3,,
,,,,173.9,5.9,,,2867.2,21.6,,
,,,,346.9,13.8,,,2868.2,36.4,,
,,,,399,7.6,,,2868.5,35.5,,
,,,,513.1,14.7,,,2868.6,20.7,,
,,,,587.3,10,,,2871.2,48.3,,
,,,,1053.7,42.4,,,2886.2,30.8,,
,,,,1268.7,19.6,,,2888.4,32.5,,
,,,,1455.4,10.4,,,2897.5,16.2,,
,,,,1466.4,10.6,,,2940,17.5,,
,,,,1556.2,19.9,,,2956.1,37.2,,
,,,,1560.9,10.9,,,2983.8,42.7,,
,,,,1617.8,14.5,,,3006.6,16.1,,
,,,,1626.2,16.4,,,3057.6,25.1,,
,,,,1639.1,17.8,,,3065.7,50.8,,
,,,,1661.3,24.7,,,3151.6,55.1,,
,,,,1688.8,12.2,,,3188.6,15.8,,
,,,,1708.6,14.5,,,3349.9,36,,
,,,,1770.7,20.3,,,3378.9,35.6,,
,,,,1778.3,23.6,,,,,,
,,,,1784.5,15.8,,,,,,
,,,,1786.6,11.3,,,,,,
,,,,1789.5,7.8,,,,,,
,,,,1818.4,15.4,,,,,,
,,,,1845.2,22.7,,,,,,
,,,,1851.7,27,,,,,,
,,,,1864.3,9.9,,,,,,
,,,,1865.5,11.9,,,,,,
,,,,1872.2,37.1,,,,,,
,,,,1892.7,38.3,,,,,,
,,,,1923.6,30.8,,,,,,
,,,,1931.1,5.6,,,,,,
,,,,1957.5,9.1,,,,,,
,,,,2064.7,17.3,,,,,,
,,,,2139.3,7.1,,,,,,
,,,,2546.3,6.6,,,,,,
,,,,2591.7,4.4,,,,,,
,,,,2691,15.3,,,,,,
,,,,2825.9,5.3,,,,,,
,,,,3259,4.9,,,,,,
,,,,78.3,5.9,,,,,,
,,,,87,5.2,,,,,,
,,,,88.4,1.4,,,,,,
,,,,88.4,5,,,,,,
,,,,88.5,7.2,,,,,,
,,,,88.8,2.7,,,,,,
,,,,88.9,6.3,,,,,,
,,,,89.1,2.2,,,,,,
,,,,89.2,4.8,,,,,,
,,,,89.3,3.8,,,,,,
,,,,89.7,1.1,,,,,,
,,,,89.8,4.4,,,,,,
,,,,90.2,6.3,,,,,,
,,,,90.5,1.9,,,,,,
,,,,90.6,1.8,,,,,,
,,,,90.6,2.7,,,,,,
,,,,90.9,3.6,,,,,,
,,,,91,3.8,,,,,,
,,,,91.4,3.2,,,,,,
,,,,91.6,3.9,,,,,,
,,,,91.6,2.2,,,,,,
,,,,91.6,4.2,,,,,,
,,,,91.6,2.4,,,,,,
,,,,91.7,2.6,,,,,,
,,,,91.8,7.4,,,,,,
,,,,91.9,5.9,,,,,,
,,,,92.1,1.8,,,,,,
,,,,92.4,2.6,,,,,,
,,,,92.4,1.7,,,,,,
,,,,92.5,6,,,,,,
,,,,92.5,3.7,,,,,,
,,,,92.9,2,,,,,,
,,,,92.9,2.8,,,,,,
,,,,93,1.7,,,,,,
,,,,93.1,5,,,,,,
,,,,93.5,3.6,,,,,,
,,,,93.5,6.8,,,,,,
,,,,93.6,2.9,,,,,,
,,,,93.6,2.3,,,,,,
,,,,93.7,3.3,,,,,,
,,,,93.8,3.2,,,,,,
,,,,93.9,1.1,,,,,,
,,,,93.9,2.4,,,,,,
,,,,93.9,1.6,,,,,,
,,,,94,2.1,,,,,,
,,,,94.2,2.2,,,,,,
,,,,94.2,2.5,,,,,,
,,,,94.4,6.3,,,,,,
,,,,94.5,3.8,,,,,,
,,,,94.5,1.5,,,,,,
,,,,94.6,2.3,,,,,,
,,,,94.7,1.5,,,,,,
,,,,94.7,6.2,,,,,,
,,,,94.7,8.5,,,,,,
,,,,94.9,6.2,,,,,,
,,,,95,3.9,,,,,,
,,,,95,4.5,,,,,,
,,,,95.3,7,,,,,,
,,,,95.3,2,,,,,,
,,,,95.4,3.1,,,,,,
,,,,95.5,1.8,,,,,,
,,,,95.6,3.1,,,,,,
,,,,96,3.7,,,,,,
,,,,96,2.4,,,,,,
,,,,96.3,2.3,,,,,,
,,,,96.8,5.5,,,,,,
,,,,96.9,2.7,,,,,,
,,,,96.9,2.1,,,,,,
,,,,97,3,,,,,,
,,,,97,8.3,,,,,,
,,,,97.2,3,,,,,,
,,,,97.2,6.5,,,,,,
,,,,97.4,2.5,,,,,,
,,,,97.7,2.6,,,,,,
,,,,98.1,1.2,,,,,,
,,,,98.1,6.1,,,,,,
,,,,98.2,2.4,,,,,,
,,,,98.3,2.5,,,,,,
,,,,98.4,2.3,,,,,,
,,,,98.5,2.7,,,,,,
,,,,98.7,2.1,,,,,,
,,,,99,2.2,,,,,,
,,,,99.1,1.8,,,,,,
,,,,99.3,9.3,,,,,,
,,,,99.5,3.2,,,,,,
,,,,99.7,2.7,,,,,,
,,,,99.9,3.3,,,,,,
,,,,100.2,4.4,,,,,,
,,,,100.8,3.3,,,,,,
,,,,102.4,4.8,,,,,,
,,,,103.4,5.5,,,,,,
,,,,231.9,5,,,,,,
,,,,2586.9,3.9,,,,,,
,,,,86.7,8,,,,,,
,,,,92,1.7,,,,,,
,,,,92.7,3.9,,,,,,
,,,,93.2,0.9,,,,,,
,,,,93.3,1.6,,,,,,
,,,,93.8,1.4,,,,,,
,,,,94.1,4.5,,,,,,
,,,,94.3,6.2,,,,,,
,,,,94.3,2.8,,,,,,
,,,,94.6,3.4,,,,,,
,,,,94.7,4.2,,,,,,
,,,,95.5,5.5,,,,,,
,,,,95.6,3.2,,,,,,
,,,,95.7,1.8,,,,,,
,,,,95.7,2.4,,,,,,
,,,,95.8,5.5,,,,,,
,,,,96.3,5.6,,,,,,
,,,,96.3,1.9,,,,,,
,,,,96.4,2.8,,,,,,
,,,,96.5,3.2,,,,,,
,,,,96.7,2.7,,,,,,
,,,,96.7,2.5,,,,,,
,,,,96.7,2.9,,,,,,
,,,,97.3,2,,,,,,
,,,,97.7,3.4,,,,,,
,,,,98.1,1.9,,,,,,
,,,,98.3,2.3,,,,,,
,,,,98.8,3.2,,,,,,
,,,,99,5.6,,,,,,
,,,,99.3,2.8,,,,,,
,,,,99.6,8,,,,,,
,,,,99.8,2.3,,,,,,
,,,,100.1,1.7,,,,,,
,,,,101.7,3.3,,,,,,
,,,,101.8,2.4,,,,,,
,,,,102,2.4,,,,,,
,,,,102.1,1.6,,,,,,
,,,,102.5,1.9,,,,,,
,,,,103.5,5,,,,,,
,,,,106.5,8.3,,,,,,
,,,,107.9,8.7,,,,,,
,,,,109.1,10.4,,,,,,
,,,,113.8,2.5,,,,,,
,,,,114.2,4.4,,,,,,
,,,,155.9,6,,,,,,
,,,,404.2,11,,,,,,
,,,,494,5.9,,,,,,
,,,,1117.6,76.3,,,,,,
,,,,1153.5,12.2,,,,,,
,,,,1174.4,33.3,,,,,,
,,,,1206.6,15.4,,,,,,
,,,,1306.2,135.4,,,,,,
,,,,1446.7,15.6,,,,,,
,,,,1622.3,12.8,,,,,,
,,,,1628.1,18.7,,,,,,
,,,,1652,22,,,,,,
,,,,1652,72.2,,,,,,
,,,,1661.5,18,,,,,,
,,,,1674.3,19.5,,,,,,
,,,,1708.5,17.7,,,,,,
,,,,1763.6,109.7,,,,,,
,,,,1771.2,12.3,,,,,,
,,,,1776.9,24.8,,,,,,
,,,,1781.9,21.3,,,,,,
,,,,1784.2,10.3,,,,,,
,,,,1784.3,9.7,,,,,,
,,,,1785.1,18.6,,,,,,
,,,,1787.1,34,,,,,,
,,,,1788.2,8.8,,,,,,
,,,,1794.7,47.2,,,,,,
,,,,1811.2,6.5,,,,,,
,,,,1837.3,15,,,,,,
,,,,1839.1,41.3,,,,,,
,,,,1844.3,16.2,,,,,,
,,,,1856.2,10.7,,,,,,
,,,,1902.7,4.1,,,,,,
,,,,1905.6,32.7,,,,,,
,,,,1915.5,22.1,,,,,,
,,,,1983.4,5.4,,,,,,
,,,,1995.1,17.8,,,,,,
,,,,2086.7,16.5,,,,,,
,,,,2203,6.3,,,,,,
,,,,2311.2,8.6,,,,,,
,,,,2381.8,22.5,,,,,,
,,,,2454.3,7.8,,,,,,
,,,,2467.6,30,,,,,,
,,,,2484.7,9.5,,,,,,
,,,,2511.1,5.1,,,,,,
,,,,2683,5.1,,,,,,
,,,,2729.9,7.8,,,,,,
,,,,87.7,4.7,,,,,,
,,,,90.1,6.7,,,,,,
,,,,90.5,3.8,,,,,,
,,,,90.6,5.9,,,,,,
,,,,91,4.5,,,,,,
,,,,91,1.9,,,,,,
,,,,91.6,7.4,,,,,,
,,,,92.2,3.3,,,,,,
,,,,92.3,2,,,,,,
,,,,92.8,4.9,,,,,,
,,,,93.2,1.9,,,,,,
,,,,93.3,2.3,,,,,,
,,,,93.4,4.5,,,,,,
,,,,93.4,1.8,,,,,,
,,,,93.4,5.5,,,,,,
,,,,93.6,6.1,,,,,,
,,,,93.6,2.7,,,,,,
,,,,93.8,3.2,,,,,,
,,,,94,7.5,,,,,,
,,,,94.2,3.4,,,,,,
,,,,94.2,4.8,,,,,,
,,,,94.3,2.1,,,,,,
,,,,94.3,2.2,,,,,,
,,,,94.4,5.2,,,,,,
,,,,94.4,5.2,,,,,,
,,,,94.7,1.6,,,,,,
,,,,94.7,2.6,,,,,,
,,,,94.8,3,,,,,,
,,,,95.1,4.1,,,,,,
,,,,95.1,2.3,,,,,,
,,,,95.1,2.8,,,,,,
,,,,95.3,4.8,,,,,,
,,,,95.5,2.3,,,,,,
,,,,95.6,4,,,,,,
,,,,95.7,8.4,,,,,,
,,,,96,3.3,,,,,,
,,,,96,4,,,,,,
,,,,96.2,2.3,,,,,,
,,,,96.3,4.6,,,,,,
,,,,96.4,2.1,,,,,,
,,,,96.5,2.4,,,,,,
,,,,96.6,3.1,,,,,,
,,,,96.7,4.6,,,,,,
,,,,96.7,1.9,,,,,,
,,,,96.8,4,,,,,,
,,,,96.9,3.3,,,,,,
,,,,96.9,2.4,,,,,,
,,,,97,2,,,,,,
,,,,97.2,1.1,,,,,,
,,,,97.4,3.3,,,,,,
,,,,98.1,1.8,,,,,,
,,,,99,3.7,,,,,,
,,,,99.3,3.5,,,,,,
,,,,99.4,3.7,,,,,,
,,,,99.5,5.2,,,,,,
,,,,99.7,8.2,,,,,,
,,,,100,1.6,,,,,,
,,,,100,5.8,,,,,,
,,,,100.8,3.9,,,,,,
,,,,101,9,,,,,,
,,,,101.1,2.3,,,,,,
,,,,101.8,5.5,,,,,,
,,,,105.4,3.4,,,,,,
,,,,111.9,1.9,,,,,,
,,,,112.1,7,,,,,,
,,,,152.1,7.5,,,,,,
,,,,166.7,7.3,,,,,,
,,,,174.3,13.2,,,,,,
,,,,234.5,7.1,,,,,,
,,,,290.2,7.4,,,,,,
,,,,771.8,10.1,,,,,,
,,,,1090.5,165.3,,,,,,
,,,,1116,17.7,,,,,,
,,,,1152.8,41.8,,,,,,
,,,,1167.4,32.9,,,,,,
,,,,1186.6,29,,,,,,
,,,,1583.2,69.9,,,,,,
,,,,1638.4,31.3,,,,,,
,,,,1737.7,23.8,,,,,,
,,,,1768.4,13.3,,,,,,
,,,,1772.2,61.1,,,,,,
,,,,1788.4,8.3,,,,,,
,,,,1789.2,8.7,,,,,,
,,,,1789.5,14.6,,,,,,
,,,,1792.3,12.2,,,,,,
,,,,1799.9,18.8,,,,,,
,,,,1828,17.2,,,,,,
,,,,1890,37.3,,,,,,
,,,,1903.5,28.6,,,,,,
,,,,2071.5,34.2,,,,,,
,,,,2082.1,12.6,,,,,,
,,,,2084.6,13.9,,,,,,
,,,,2306.3,6.9,,,,,,
,,,,2333,17.7,,,,,,
,,,,2451.9,7.7,,,,,,
,,,,2589,17.8,,,,,,
